tail;head;cost
Complex1892,Complex6088,Complex6089,Protein1757,Protein1758,Protein3297,Protein3310,Protein3311,Protein3313,Protein5101;Complex1891,Protein12616,Protein3295,Protein3296,Protein3639;1
Complex1899,Dna131;Complex1958;1
Complex1926,Complex1930;Complex1931;1
Complex1926,Complex1932;Complex1933;1
Complex1926,Protein5212,SmallMolecule975;Complex1928;1
Complex1932,Complex8260;Complex8261;1
Complex1933;Complex1934;1
Complex1934,Protein5229;Complex1935,Protein5225;1
Complex1936,Protein5235;Complex1937;1
Complex1937;Complex1938;1
Complex1938,Complex1939;Complex1899,Complex1940;1
Complex1939,Complex4545;Complex4547;1
Complex1939,Complex4574;Complex4576;1
Complex1939,PhysicalEntity732,Protein10349;Complex5122;1
Complex1941,Dna115;Complex1942;1
Complex1941,Dna116,Protein1952;Complex1943;1
Complex1941,Dna120;Complex1947;1
Complex1942,Complex1942;Protein5239;1
Complex1943,Complex1943;Protein5049;1
Complex1944,Complex1944;Protein5203;1
Complex1945,Complex1945;Protein5025;1
Complex1946,Complex1946;Protein5240;1
Complex1947,Complex1947;Protein5014;1
Complex1948,Complex1948;Protein5200;1
Complex1949,Complex1949;Protein5193;1
Complex194,Complex8334,Complex8335,Complex8338,Protein18359,Protein471,SmallMolecule123;Complex194,Complex8335,Complex8338,Complex8339,Protein18359,Protein471,SmallMolecule124;1
Complex1950,Complex1950;Protein5208;1
Complex1951,Complex1951;Protein5201;1
Complex1952,Complex1952;Protein5209;1
Complex1953,Complex1953;Protein5198;1
Complex1954,Complex1954;Protein5195;1
Complex1955,Complex1955;Protein5191;1
Complex1956,Complex1956;Protein5192;1
Complex1957,Complex1957;Protein5199;1
Complex1958,Complex1958;Protein4978;1
Complex1959,Complex1959;Protein5197;1
Complex1961,Protein3304,Protein3310,Protein3311;Complex1897;1
Complex1962,Protein975,SmallMolecule123,Protein5263;Complex1963,Protein4956,SmallMolecule124,SmallMolecule134;1
Complex1964,SmallMolecule1,Protein5264;Protein975,SmallMolecule1023,SmallMolecule4;1
Complex1965,Protein5265;Protein975,SmallMolecule1069;1
Complex1966,Protein5266;Protein975,SmallMolecule1071;1
Complex1966,Protein5267;Protein975,SmallMolecule1071;1
Complex1967,Protein5269;Complex1968,Protein5270;1
Complex1968;Protein5269,SmallMolecule1078;1
Complex1969,SmallMolecule1081,SmallMolecule353,SmallMolecule389,SmallMolecule400,Complex1969;Complex1973,SmallMolecule1083,SmallMolecule1084,SmallMolecule324,SmallMolecule401;1
Complex1970,Complex2768,SmallMolecule2367,Complex2768,Complex1970;Complex1974,Complex2772,SmallMolecule1638;1
Complex1974,Complex2771;Complex1970,Complex2770,SmallMolecule353;1
Complex197,Complex198,Complex199,Complex200,Protein531;Complex194,Complex201;1
Complex1981,Protein15806;Complex7558;1
Complex2017;Complex2018;1
Complex2018,SmallMolecule1149;Complex2019,SmallMolecule1155;1
Complex2019;Complex2020;1
Complex201,Complex218;Complex222;1
Complex2020,SmallMolecule442;Complex2017,SmallMolecule1115;1
Complex2026,Protein5396;Complex2029;1
Complex2043,Complex8198,Complex8200,Protein14762,Protein17456,Protein17458,Protein17460,Protein187,Protein216,Protein7707,Protein9530,SmallMolecule635,Complex8198,Complex4197,Protein9530;Complex4196,Complex8201,Complex8205;1
Complex2060,SmallMolecule1273;Complex2061;1
Complex2060,SmallMolecule1275;Complex2064,SmallMolecule1276;1
Complex2062,SmallMolecule1275;Complex2063,SmallMolecule1276;1
Complex2068,Protein2456;Complex2069;1
Complex2089;Complex2090,Protein5505;1
Complex2089,SmallMolecule1382;Complex2091;1
Complex2090,Protein5519;Complex2093;1
Complex2091,Protein5513;Complex2089,SmallMolecule1383;1
Complex2093,SmallMolecule138,Complex2093;Complex2089,SmallMolecule134;1
Complex2097,SmallMolecule539,Complex1717;Protein5548,SmallMolecule1407,SmallMolecule596;1
Complex2103;Complex2104;1
Complex2115,SmallMolecule125,Complex2114;Complex2118,SmallMolecule133;1
Complex2117,Protein5621;Complex2124;1
Complex2118;Complex2117,Complex2119;1
Complex2120,Complex2117;Complex2123;1
Complex2126,SmallMolecule125,Complex2125;Complex2129,SmallMolecule133;1
Complex2126,SmallMolecule125,Complex2133;Complex2129,SmallMolecule133;1
Complex2129;Complex2127,Complex2130;1
Complex2130,Protein5628;Complex2131;1
Complex2132,Complex6419;Complex6420;1
Complex2134,Protein5633;Complex2136;1
Complex2135,Complex590;Complex3483;1
Complex2136,SmallMolecule125;Complex2138,SmallMolecule133;1
Complex2139,Complex2139;Complex2135,SmallMolecule134;1
Complex2139,Complex600;Complex2193;1
Complex2139,Protein5641;Complex2141;1
Complex2140;Complex2117,Complex2139;1
Complex2142,SmallMolecule364;Complex2144,Protein3991;1
Complex2143,Protein8172;Complex3828;1
Complex2143,SmallMolecule364;Complex2145,Protein3991;1
Complex2146,Protein3991;Complex2150;1
Complex2156,SmallMolecule125,Complex2155,Complex2154;Complex2157,SmallMolecule133;1
Complex2159,Protein5654;Complex2160;1
Complex2160;Complex2161;1
Complex2161,Protein5658;Complex2163;1
Complex2167,SmallMolecule123,Protein3991,Complex2167,Complex2155,Complex2154,SmallMolecule499;Complex2170,Complex2172;1
Complex2176,SmallMolecule636;Complex2177;1
Complex2177,Complex2183;Complex2182;1
Complex2184,Complex2186,Protein1302,Protein5663,Protein5664,Protein5667,SmallMolecule146,Complex2189;Complex2187,Complex2188,Protein5668,Protein5669,SmallMolecule315,SmallMolecule380;1
Complex2188,Complex6699;Complex6700;1
Complex2191,SmallMolecule125,Complex2190;Complex2139,Complex2192,SmallMolecule133;1
Complex2194,SmallMolecule556;Complex1590;1
Complex2195,SmallMolecule460;Complex2196;1
Complex2196,SmallMolecule361,Protein5685;Complex2198,SmallMolecule362;1
Complex2200,Complex2212;Complex2211,SmallMolecule1480;1
Complex2200,Protein4946;Complex2201;1
Complex2200,Protein5705;Complex2216;1
Complex2201,Complex2219;Complex2220;1
Complex2201,Complex565;Complex2202;1
Complex2202,Protein1806;Complex2204,Complex565;1
Complex2203,Complex7196;Complex7198;1
Complex2204;Complex2205,Protein4946;1
Complex2205,Protein5697;Complex2206;1
Complex2206,SmallMolecule123;Complex2207,SmallMolecule124;1
Complex2207,SmallMolecule812;Complex2209;1
Complex2209,SmallMolecule814;Complex2210,SmallMolecule812;1
Complex2211;Complex2213;1
Complex2214,SmallMolecule318;Complex2215;1
Complex2215,SmallMolecule405,SmallMolecule414,SmallMolecule85,Complex2215;Complex2214,SmallMolecule1481,SmallMolecule406;1
Complex2216;Complex2217;1
Complex222;Complex130,Complex136,Complex167,Complex177,Complex198,Complex199,Complex200,Complex205,Complex223,PhysicalEntity24,Protein462,Protein531;1
Complex2220,Protein808;Complex2221;1
Complex2221,Protein218;Complex2222;1
Complex2222;Complex2223;1
Complex2227,Complex2230;Complex2229;1
Complex2231,SmallMolecule123,Protein5718;Complex2232,SmallMolecule124;1
Complex2233,SmallMolecule123,Protein5718;Complex2234,SmallMolecule124;1
Complex224,SmallMolecule123,Complex224;Protein546,Protein554,Protein573,Protein574,Protein575,Protein576,SmallMolecule134;1
Complex2250,SmallMolecule522,SmallMolecule342,Complex1857,SmallMolecule526,Protein5735;Complex2255,SmallMolecule524;1
Complex2255,SmallMolecule324,Complex2257,SmallMolecule1444;Complex2250,SmallMolecule272;1
Complex225,SmallMolecule125,Protein578;Complex226,SmallMolecule133;1
Complex226,Complex227;Complex228;1
Complex226,Complex234,Complex237,Complex8300,Protein18214;Complex230,Complex8303,SmallMolecule134;1
Complex226,Complex234,Protein596,Protein609,Protein631,Protein632;Complex235;1
Complex226,Complex234,Protein596,Protein631,Protein690,Protein695;Complex243;1
Complex2277,Protein5766;Complex2278,Protein5765;1
Complex2277,Protein5771,Protein5772,SmallMolecule1503;Complex2283,Complex2284,Protein5765;1
Complex2279,Complex2283,Complex2284,Protein5815,Protein5816,Protein5817,Protein5818,Protein5819;Complex2297;1
Complex2281,Complex2282,Complex2285,Complex2286,Protein5775;Complex2287;1
Complex2287,Protein5776,Protein5777,Protein5778;Complex2288;1
Complex2288,Complex2289;Complex2291;1
Complex228,Protein478;Complex229;1
Complex229;PhysicalEntity25;1
Complex229,Protein478,Protein579;PhysicalEntity28,SmallMolecule134;1
Complex2291,Protein5802,Protein5803,Protein5804;Complex2292;1
Complex2292,Complex2294;Complex2295;1
Complex2293,Protein5809,Protein5810,Protein5811,Protein5812;Complex2294;1
Complex2295,Protein5813,Protein5814;Complex2296;1
Complex2296,Complex2297,Protein5820;Complex2298;1
Complex2298;Complex2293,Complex2299,Protein5774,Protein5776,Protein5777,Protein5778,Protein5802,Protein5804,Protein5817;1
Complex2308,SmallMolecule1504,Complex2308;Complex2273,SmallMolecule1505;1
Complex230,SmallMolecule125,Protein578;Complex226,SmallMolecule133;1
Complex2310,SmallMolecule834,Complex2310;Complex2311,SmallMolecule402;1
Complex2311,SmallMolecule1504,Protein5823;Complex2310,SmallMolecule1505;1
Complex2318,SmallMolecule272,SmallMolecule524;Complex2322;1
Complex2322,Complex2322;Complex2323,SmallMolecule324;1
Complex2323,SmallMolecule384,Complex2323;Complex2318,SmallMolecule353,SmallMolecule522;1
Complex2324,SmallMolecule1508;Complex2325;1
Complex2325,Complex2325;Complex2326;1
Complex2326;Complex2324,SmallMolecule1509;1
Complex2327,SmallMolecule1515,SmallMolecule143,SmallMolecule1514;Complex2328;1
Complex2328,SmallMolecule568;Complex2327;1
Complex232,Protein589,Protein590,Protein591,Protein592;Complex233,Protein592;1
Complex234,Complex4596,Protein9203;Complex4597;1
Complex235,Complex237,Protein646,Protein647;Complex230,Complex238,SmallMolecule134;1
Complex237,Complex243,Protein646,Protein647;Complex230,Complex244,SmallMolecule134;1
Complex238,SmallMolecule125,Complex238;Complex241,Protein646,Protein647,SmallMolecule133,SmallMolecule134;1
Complex240,Complex241,SmallMolecule123;Complex234,Complex237,Complex240,Protein592,Protein631,Protein654,Protein668,SmallMolecule124,SmallMolecule134;1
Complex240,Complex246,SmallMolecule123;Complex234,Complex237,Complex240,Protein631,Protein698,Protein702,Protein714,SmallMolecule124,SmallMolecule134;1
Complex2412,SmallMolecule1726,Complex2412;Complex2413,SmallMolecule1488;1
Complex2413,SmallMolecule516,SmallMolecule85,Complex2414;Complex2412,SmallMolecule514;1
Complex2430,Protein6009;Complex2431,PhysicalEntity280;1
Complex2431,PhysicalEntity281;SmallMolecule1747;1
Complex2435;Complex2436,Complex2437;1
Complex2436;Complex2438;1
Complex2438;SmallMolecule1749;1
Complex2439,Protein6030;Complex2440;1
Complex2440;Complex2441,SmallMolecule1751;1
Complex2440;Complex2441,SmallMolecule1757;1
Complex2442,SmallMolecule1751;Complex2445;1
Complex2445,SmallMolecule345,SmallMolecule405,SmallMolecule85,Complex2445;Complex2447,SmallMolecule347,SmallMolecule406;1
Complex2447,SmallMolecule349,Complex2447;Complex2449,SmallMolecule48;1
Complex2449,SmallMolecule1756,Complex2449;Complex2447,SmallMolecule1520;1
Complex244,SmallMolecule125,Complex244;Complex246,Protein646,Protein647,SmallMolecule133,SmallMolecule134;1
Complex2452,SmallMolecule876;Complex1872;1
Complex2454,Protein6035,Protein6035;Complex2455;1
Complex2455;Complex2456,Protein6035;1
Complex2456;Complex2457;1
Complex2457;Protein6038,SmallMolecule1749;1
Complex2458,SmallMolecule123,SmallMolecule1761,Protein6042;Complex2460,SmallMolecule143,SmallMolecule363;1
Complex2462,SmallMolecule123,SmallMolecule1761,Protein6042;Complex2463,SmallMolecule143,SmallMolecule363;1
Complex2464,SmallMolecule123,SmallMolecule1761,Protein6042;Complex2465,SmallMolecule143,SmallMolecule363;1
Complex2466;Complex2467;1
Complex2467,PhysicalEntity283;SmallMolecule1762;1
Complex2470,SmallMolecule123,SmallMolecule1761,Protein6042;Complex1859,SmallMolecule143,SmallMolecule363;1
Complex2471,SmallMolecule123,SmallMolecule1761,Protein6042;Complex2472,SmallMolecule143,SmallMolecule363;1
Complex2472,PhysicalEntity284;SmallMolecule1763;1
Complex2485,SmallMolecule50,Complex2487;Complex2486,SmallMolecule42;1
Complex2486,Protein6079,SmallMolecule123,Complex2486;Complex2488,Protein6080,SmallMolecule143,SmallMolecule363;1
Complex2489,SmallMolecule138,SmallMolecule1790,Complex2489;Complex2490,SmallMolecule1791,SmallMolecule85;1
Complex248,Protein718;Complex249;1
Complex249,Complex249;Complex250;1
Complex2495,SmallMolecule1807,Protein6093;Protein6087,SmallMolecule1812;1
Complex2498,SmallMolecule405,SmallMolecule85,Protein6090;Complex2495,SmallMolecule406;1
Complex2498,SmallMolecule405,SmallMolecule85,Protein6091;Complex2495,SmallMolecule406;1
Complex2499,SmallMolecule1812;Complex2501;1
Complex2501;Complex2502;1
Complex2503,Complex1789;Complex2504,SmallMolecule211,SmallMolecule701;1
Complex2504,Protein4908;Complex2506;1
Complex2504,PhysicalEntity210,Protein1145;Complex2509;1
Complex2506,SmallMolecule1833,PhysicalEntity286;Complex2507,SmallMolecule1834,SmallMolecule1835,SmallMolecule1836;1
Complex2509,Protein6105;Complex2510;1
Complex2510,SmallMolecule1833,PhysicalEntity286;Complex2507,PhysicalEntity210,Protein6099,SmallMolecule1834,SmallMolecule1835,SmallMolecule1836;1
Complex2511;Protein6111,SmallMolecule1839;1
Complex2512,SmallMolecule1807,Protein6093;Protein6111,SmallMolecule1840;1
Complex2514,Complex2515;Complex2516;1
Complex2516,Protein16927;Complex7911;1
Complex2517;Protein6115,SmallMolecule1855;1
Complex2518,Protein4933;Complex2519;1
Complex2519,Protein6107;Complex2520;1
Complex2520;Complex2522;1
Complex2522,Protein6121;Protein6119,SmallMolecule1859;1
Complex253,SmallMolecule139;Complex256;1
Complex2545,SmallMolecule522,Protein6151;Complex2547,SmallMolecule524;1
Complex2547,SmallMolecule324,Complex2549;Complex2545,SmallMolecule272;1
Complex2598,Complex1048;Protein6224;1
Complex2598,Protein6228;Complex2599;1
Complex2611,Protein15807;Complex7559;1
Complex2621,SmallMolecule1779,Protein6265;Complex2623,SmallMolecule1125,SmallMolecule1781;1
Complex2623,SmallMolecule340,Complex2624;Protein6262,SmallMolecule342,SmallMolecule353;1
Complex2625,Protein6263,Protein6267;Protein5801,Protein6266;1
Complex264;Complex267;1
Complex265;Complex266;1
Complex2658,PhysicalEntity306;Complex2659;1
Complex2659,Complex2660,Protein6312;Complex2662;1
Complex2660,Complex5326;Complex5327;1
Complex2661,Protein2410;Complex1005,Complex995,Protein2410;1
Complex2661,Rna13;Complex5312;1
Complex2662,SmallMolecule138,Complex2662;Complex2663,Complex2664,PhysicalEntity303,SmallMolecule134;1
Complex2670,SmallMolecule2098;Complex2671,SmallMolecule372;1
Complex267,PhysicalEntity23;Complex268;1
Complex267,Protein823;Complex286;1
Complex268;Complex269;1
Complex269;Complex270,PhysicalEntity23;1
Complex26,Protein129;Complex27;1
Complex271;Complex272;1
Complex272;Complex273;1
Complex2727,SmallMolecule2305;Complex2733,SmallMolecule2030;1
Complex2733,Complex2725;SmallMolecule2303,SmallMolecule231;1
Complex274,Protein798;Complex276;1
Complex275,Complex4602,Complex5971,PhysicalEntity1032,Protein807;Complex6044;1
Complex2766,SmallMolecule1806;Complex2768;1
Complex276,Protein806;Complex277;1
Complex2770,SmallMolecule353,SmallMolecule400;Complex2771,SmallMolecule401;1
Complex2779,SmallMolecule335,SmallMolecule85;Complex2782,SmallMolecule318;1
Complex277,Protein809;Complex278;1
Complex2782,SmallMolecule318;Complex2779,SmallMolecule335,SmallMolecule85;1
Complex2799,SmallMolecule405;Complex2802,SmallMolecule406,SmallMolecule85;1
Complex2804,Protein6522,SmallMolecule2385,SmallMolecule2386,Complex2802,Complex2806;Complex2805;1
Complex2805,Complex2807,Protein6525;Complex2804,Complex2807,Complex2809,Protein6522;1
Complex2834,SmallMolecule374;Complex2837,SmallMolecule372;1
Complex2844,Protein6560;Complex2850,Protein6560,Protein6564;1
Complex2860,Protein6582;Complex2861;1
Complex287,Protein826;Complex289;1
Complex2882,Complex2883;Complex2884;1
Complex2884,SmallMolecule125;Complex2885,SmallMolecule133;1
Complex2886,Protein3991;Complex2887;1
Complex2887,Complex2888;Complex2870;1
Complex2890,Complex2891;Complex2892;1
Complex2892;Complex2893;1
Complex2893;Complex2904,SmallMolecule2586;1
Complex2896,Protein6757;Complex2903;1
Complex289,SmallMolecule123,Complex289;Complex291,SmallMolecule124;1
Complex2904;Complex2905;1
Complex2905;Complex2891,Protein6753;1
Complex2906,SmallMolecule2449;Complex2907;1
Complex2907,Protein6793;Complex2908;1
Complex2908,Protein6793;Complex2909,SmallMolecule1487;1
Complex2911,SmallMolecule123,Complex4914;Complex2912,SmallMolecule124;1
Complex2911,SmallMolecule123,Complex4916,Protein2892;Complex2912,SmallMolecule124;1
Complex2916,SmallMolecule373;Complex2917;1
Complex293;Complex295;1
Complex2931,Protein1716,SmallMolecule123,Protein6889,Complex2933;Complex2932,SmallMolecule124,SmallMolecule2606;1
Complex2944,SmallMolecule3267;Complex9379;1
Complex2945,Protein6988;Complex2946;1
Complex2947,Protein6988;Complex2948;1
Complex2952,SmallMolecule2624;Complex2953;1
Complex2957,Complex2958,Protein7042;Complex2959;1
Complex2964,Dna134,Protein3369,Protein5098;Complex2967;1
Complex2964,Dna134,Protein3580,Protein5098,Protein7064;Complex2965;1
Complex2964,Dna135,Protein3369,Protein5098;Complex2968;1
Complex2964,Dna135,Protein3580,Protein5098,Protein7064;Complex2966;1
Complex2964,Dna136,Protein3369,Protein5098;Complex2970;1
Complex2964,Dna136,Protein5098,Protein7064;Complex2969;1
Complex296,Complex297;Complex299,Complex300;1
Complex296,Complex303,Complex306,Protein6881,Protein9184;Complex4566;1
Complex2971,Complex2971,Protein5097;Protein5877;1
Complex2972,Complex2972,Protein5097;Protein7069;1
Complex2973,Complex2973;Protein7065;1
Complex2974,Complex2974;Protein7066;1
Complex2975,Complex2975;Protein7067;1
Complex2976,Protein7077;Complex2977;1
Complex2977,Complex2978,PhysicalEntity332,PhysicalEntity333;Complex2979;1
Complex2979,Complex2980,Complex2979;Complex2981,Protein7077,Protein7111,SmallMolecule272,SmallMolecule529;1
Complex2981,Complex2984;Complex2985;1
Complex2983,PhysicalEntity334;Complex2984;1
Complex2985,Complex2985;Complex2986,Complex2987,SmallMolecule272;1
Complex2986;Complex2988;1
Complex2987,Protein7163;Complex2993,SmallMolecule529;1
Complex2988,Complex2989;Complex2990;1
Complex2990,Complex2990;Complex2991,Complex2992,PhysicalEntity355,SmallMolecule272;1
Complex2992,Protein7164,SmallMolecule422;Complex2994;1
Complex2993,SmallMolecule422;Complex2983,Protein7163;1
Complex2994;Complex2995,PhysicalEntity356,Protein7164,SmallMolecule272,SmallMolecule529;1
Complex2995,Protein7167;Complex2996;1
Complex2996,Complex2997;Complex2998,PhysicalEntity333,PhysicalEntity357;1
Complex2998,Complex2998;Complex2976,Complex2980,Complex2999,Protein7167,SmallMolecule272;1
Complex3000,Protein7173;Complex3001;1
Complex3001,Protein2902,Protein7174,Protein7175,Protein7176,Protein7177;Complex3002;1
Complex3002,Protein7178;Complex3003;1
Complex3003,Protein7179;Complex3004;1
Complex3004;Complex3005,Protein2893,Protein7169;1
Complex3005,Complex3007,Complex3008,Protein7192;Complex3009;1
